datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name
0.3332,583.7,METERS,GHCND:USC00247032,47.783333,-104.133333,1906-01-01,1901-01-01,"RIDGELAWN, MT US"
0.782,1010.7,METERS,GHCND:USC00247034,45.5022,-104.4477,2020-01-01,1952-01-01,"RIDGEWAY 1 S, MT US"
0.6667,1007.1,METERS,GHCND:USC00247037,45.46667,-104.5,1951-01-01,1949-01-01,"RIDGWAY 4 SW, MT US"
0.9986,1585.3,METERS,GHCND:USC00247049,46.5,-112.25,1984-01-01,1983-01-01,"RIMINI, MT US"
0.9992,1432.3,METERS,GHCND:USC00247055,46.55,-112.16667,1993-01-01,1984-01-01,"RIMINI 4 NE, MT US"
0.1394,1623.1,METERS,GHCND:USC00247088,46.26667,-110.76667,1958-01-01,1916-01-01,"RINGLING 1 E, MT US"
0.9258,1417.3,METERS,GHCND:USC00247128,45.3573,-109.1884,2018-01-01,1951-01-01,"ROBERTS 1 W, MT US"
0.7736,921.7,METERS,GHCND:USC00247136,46.8202,-106.2452,2012-01-01,1951-01-01,"ROCK SPRINGS, MT US"
0.8565,976,METERS,GHCND:USC00247140,46.78333,-106.13333,1950-01-01,1916-01-01,"ROCK SPRINGS 7 SE, MT US"
0.6567,1125,METERS,GHCND:USC00247148,48.25,-109.78333,1985-01-01,1951-01-01,"ROCKY BOY, MT US"
0.9993,1688.3,METERS,GHCND:USC00247156,47.08333,-112.36667,1956-01-01,1953-01-01,"ROGERS PASS, MT US"
0.6067,1280.2,METERS,GHCND:USC00247159,47.1901,-112.2901,2020-01-01,1965-01-01,"ROGERS PASS 9 NNE, MT US"
0.5994,1424.9,METERS,GHCND:USC00247195,46.533333,-109.266667,1944-01-01,1940-01-01,"ROTHIEMAY NEAR, MT US"
0.7395,975.4,METERS,GHCND:USC00247214,46.438,-108.5319,2018-01-01,1919-01-01,"ROUNDUP, MT US"
0.9438,1032.1,METERS,GHCND:USC00247220,46.3254,-108.7402,2021-01-01,2004-01-01,"ROUNDUP 15 SW, MT US"
0.9695,940.3,METERS,GHCND:USC00247228,47.4869,-108.8372,2005-01-01,1939-01-01,"ROY 8 NE, MT US"
0.8744,705,METERS,GHCND:USC00247234,47.61667,-108.7,1993-01-01,1962-01-01,"ROY 24 NE MOBRIDGE, MT US"
0.7363,877.2,METERS,GHCND:USC00247247,48.2774,-110.6022,2020-01-01,2002-01-01,"RUDYARD 19 S, MT US"
0.5235,914.4,METERS,GHCND:USC00247248,48.8539,-110.5969,2021-01-01,2001-01-01,"RUDYARD 21 N, MT US"
0.6406,917.4,METERS,GHCND:USC00247250,48.9375,-110.56611,1998-01-01,1960-01-01,"RUDYARD 27 N, MT US"
0.5,,,GHCND:USC00247253,48.316667,-110.533333,1918-01-01,1917-01-01,"RUDYARD NEAR, MT US"
0.1272,1112.5,METERS,GHCND:USC00247261,46.2986,-109.2561,2019-01-01,1910-01-01,"RYEGATE, MT US"
0.9146,1353.3,METERS,GHCND:USC00247263,46.5333,-109.3441,2020-01-01,1962-01-01,"RYEGATE 18 NNW, MT US"
0.6662,666,METERS,GHCND:USC00247265,48.4661,-107.3528,2020-01-01,1967-01-01,"SACO 1 NNW, MT US"
0.9994,680,METERS,GHCND:USC00247267,48.5,-107.51667,1965-01-01,1953-01-01,"SACO NELSON RESRVR, MT US"
0.5994,1476.1,METERS,GHCND:USC00247273,46.63333,-109.16667,1940-01-01,1936-01-01,"SAHARA, MT US"
0.8065,888.5,METERS,GHCND:USC00247286,47.3149,-114.0982,2009-01-01,1896-01-01,"SAINT IGNATIUS, MT US"
0.6057,1389.9,METERS,GHCND:USC00247292,48.7386,-113.4295,2013-01-01,1981-01-01,"ST. MARY, MT US"
0.333,1371.6,METERS,GHCND:USC00247295,48.75,-113.433333,1916-01-01,1914-01-01,"ST. MARY S LAKE, MT US"
0.9995,1371.6,METERS,GHCND:USC00247305,47.266667,-111.866667,1906-01-01,1902-01-01,"ST. PETER, MT US"
0.6034,810.8,METERS,GHCND:USC00247318,47.3036,-115.0909,2013-01-01,1961-01-01,"SAINT REGIS 1 NE, MT US"
0.9993,1097.3,METERS,GHCND:USC00247332,47.433333,-115.5,1909-01-01,1906-01-01,"SALTESE, MT US"
0.7328,887,METERS,GHCND:USC00247342,47.5775,-108.7283,2020-01-01,2006-01-01,"SAND CREEK, MT US"
0.7991,1246.9,METERS,GHCND:USC00247357,48.9,-112.33333,1968-01-01,1964-01-01,"SANTA RITA 14 N, MT US"
0.5247,1246.6,METERS,GHCND:USC00247362,48.98333,-112.31667,1989-01-01,1950-01-01,"SANTA RITA 20 N, MT US"
0.7642,823,METERS,GHCND:USC00247374,46.1195,-107.1,1942-01-01,1926-01-01,"SARPY CREEK, MT US"
0.9385,602.9,METERS,GHCND:USC00247382,47.4535,-104.33786,2020-01-01,1906-01-01,"SAVAGE, MT US"
0.7995,749.2,METERS,GHCND:USC00247424,48.78333,-105.41667,1987-01-01,1948-01-01,"SCOBEY, MT US"
0.7347,728.5,METERS,GHCND:USC00247425,48.83549,-105.4748,2020-01-01,1987-01-01,"SCOBEY 4 NW, MT US"
0.8019,1249.7,METERS,GHCND:USC00247448,47.2141,-113.5204,2017-01-01,1937-01-01,"SEELEY LAKE RANGER STATION, MT US"
0.4993,1204,METERS,GHCND:USC00247462,48.633333,-112.533333,1912-01-01,1911-01-01,"SEVILLE, MT US"
0.4303,1013.5,METERS,GHCND:USC00247500,48.5133,-111.8551,2021-01-01,1950-01-01,"SHELBY, MT US"
0.9026,1044.2,METERS,GHCND:USC00247501,48.55,-111.86667,1988-01-01,1958-01-01,"SHELBY AIRPORT, MT US"
1,1051.6,METERS,GHCND:USC00247507,48.61667,-111.91667,1994-01-01,1993-01-01,"SHELBY 8 NW, MT US"
0.6712,1309.1,METERS,GHCND:USC00247540,47.53101,-110.57668,2019-01-01,1953-01-01,"SHONKIN 7 S, MT US"
0.6359,589.2,METERS,GHCND:USC00247560,47.72835,-104.14681,2020-01-01,1911-01-01,"SIDNEY, MT US"
0.8881,585.2,METERS,GHCND:USC00247562,47.67939,-104.15769,2020-01-01,2012-01-01,"SIDNEY 2 S, MT US"
0.7495,2284.5,METERS,GHCND:USC00247603,45.0156,-109.9684,2018-01-01,2015-01-01,"SILVER GATE, MT US"
0.969,1976,METERS,GHCND:USC00247605,46.16667,-113.21667,1982-01-01,1950-01-01,"SILVER LAKE, MT US"
0.7581,1084.5,METERS,GHCND:USC00247618,47.4961,-111.9162,2013-01-01,1985-01-01,"SIMMS 1 NE, MT US"
0.7972,858,METERS,GHCND:USC00247620,48.998,-110.2157,2020-01-01,1932-01-01,"SIMPSON 6 N WILDHORSE, MT US"
0.8744,609.6,METERS,GHCND:USC00247630,47.933333,-104.283333,1932-01-01,1925-01-01,"SIOUX PASS, MT US"
0.7363,1005.8,METERS,GHCND:USC00247714,47.033333,-107.383333,1933-01-01,1915-01-01,"SNOWBELT, MT US"
0.9993,1371.6,METERS,GHCND:USC00247718,48.183333,-115.683333,1910-01-01,1907-01-01,"SNOWSHOE, MT US"
0.6919,1068,METERS,GHCND:USC00247735,45.46667,-105.81667,1963-01-01,1951-01-01,"SONNETTE 4 N, MT US"
0.6723,1193,METERS,GHCND:USC00247740,45.3242,-105.9137,2020-01-01,1966-01-01,"SONNETTE 7 SW, MT US"
0.8208,786.4,METERS,GHCND:USC00247796,47.366667,-105.75,1928-01-01,1901-01-01,"SPRINGBROOK, MT US"
0.7423,1290.8,METERS,GHCND:USC00247800,45.73833,-110.2243,2020-01-01,1951-01-01,"SPRINGDALE, MT US"
0.333,,,GHCND:USC00247848,45.6,-105.883333,1916-01-01,1914-01-01,"STACEY, MT US"
0.9722,1304.8,METERS,GHCND:USC00247858,47.15,-110.21667,1964-01-01,1928-01-01,"STANFORD, MT US"
0.8387,1481.3,METERS,GHCND:USC00247864,47.155,-110.2238,2020-01-01,1965-01-01,"STANFORD, MT US"
0.9991,1371.6,METERS,GHCND:USC00247878,47.183333,-112.316667,1912-01-01,1910-01-01,"STEARNS, MT US"
0.8801,1028.7,METERS,GHCND:USC00247894,46.5137,-114.091,2020-01-01,1912-01-01,"STEVENSVILLE, MT US"
1,1030.2,METERS,GHCND:USC00247943,47.483333,-109.433333,1918-01-01,1917-01-01,"SUFFOLK, MT US"
0.9986,1402.1,METERS,GHCND:USC00247962,45.816667,-113.95,1917-01-01,1916-01-01,"SULA 2 SE, MT US"
0.9279,1364,METERS,GHCND:USC00247964,45.8479,-113.9269,2011-01-01,1956-01-01,"SULA 3 ENE, MT US"
0.5786,1571.2,METERS,GHCND:USC00247967,45.911,-113.7394,2019-01-01,2001-01-01,"SULA 14 NE, MT US"
0.355,1595,METERS,GHCND:USC00247978,48.3162,-113.3542,1978-01-01,1903-01-01,"SUMMIT, MT US"
0.8381,1127.8,METERS,GHCND:USC00247996,48.8869,-111.7275,2012-01-01,1951-01-01,"SUNBURST 8 E, MT US"
0.666,966.2,METERS,GHCND:USC00248008,48.866667,-108.5,1916-01-01,1911-01-01,"SUNLIT FARM, MT US"
0.737,1097.3,METERS,GHCND:USC00248021,47.4773,-111.7375,2021-01-01,1942-01-01,"SUN RIVER 4 S, MT US"
0.5712,1219.2,METERS,GHCND:USC00248028,46.45,-114,1927-01-01,1921-01-01,"SUNSET ORCHARDS, MT US"
0.4734,944.9,METERS,GHCND:USC00248087,47.9161,-113.839,2019-01-01,1963-01-01,"SWAN LAKE, MT US"
0.4807,1069.8,METERS,GHCND:USC00248093,48.9972,-111.9642,2007-01-01,1929-01-01,"SWEETGRASS, MT US"
1,987.9,METERS,GHCND:USC00248152,47.16667,-108.48333,1971-01-01,1970-01-01,"TEIGEN 10 NNE, MT US"
0.9991,1051.9,METERS,GHCND:USC00248156,47.23333,-108.55,1956-01-01,1951-01-01,"TEIGEN 13 NNE, MT US"
0.7328,775.1,METERS,GHCND:USC00248161,47.8,-107.6,1974-01-01,1945-01-01,"TELEGRAPH CREEK, MT US"
0.7037,685.8,METERS,GHCND:USC00248165,46.794,-105.3021,2020-01-01,1950-01-01,"TERRY, MT US"
0.8794,957.7,METERS,GHCND:USC00248169,47.07,-105.49528,2011-01-01,1962-01-01,"TERRY 21 NNW, MT US"
0.9992,750.1,METERS,GHCND:USC00248202,48.88333,-106.88333,1964-01-01,1952-01-01,"THOENY 1 E, MT US"
0.9105,744,METERS,GHCND:USC00248207,47.6,-115.35,1955-01-01,1911-01-01,"THOMPSON FALLS RANGER STATION, MT US"
0.8916,725.4,METERS,GHCND:USC00248211,47.5932,-115.3595,2020-01-01,1956-01-01,"THOMPSON FALLS PH, MT US"
0.8883,1240.5,METERS,GHCND:USC00248222,45.9,-111.533333,1923-01-01,1915-01-01,"THREE FORKS, MT US"
0.7863,868.7,METERS,GHCND:USC00248233,48.3104,-111.0877,2013-01-01,1953-01-01,"TIBER DAM, MT US"
0.9993,915,METERS,GHCND:USC00248236,48.28333,-110.88333,1952-01-01,1949-01-01,"TIBER LAKE, MT US"
0.5995,1424,METERS,GHCND:USC00248239,46.3731,-112.0226,2020-01-01,2011-01-01,"TIZER GARDENS, MT US"
0.4442,1204.9,METERS,GHCND:USC00248313,46.15,-111.48333,1909-01-01,1901-01-01,"TOSTON 2 SW, MT US"
0.7595,1199.1,METERS,GHCND:USC00248314,46.16667,-111.46667,1981-01-01,1957-01-01,"TOSTON 1 W, MT US"
0.9008,1208.2,METERS,GHCND:USC00248324,46.29885,-111.45245,2018-01-01,1948-01-01,"TOWNSEND 3 SE, MT US"
0.8242,1230.2,METERS,GHCND:USC00248363,45.9468,-111.4757,2020-01-01,1924-01-01,"TRIDENT, MT US"
0.8744,759,METERS,GHCND:USC00248379,47.83333,-115.63333,1960-01-01,1913-01-01,"TROUT CREEK 2 W, MT US"
0.8034,718.1,METERS,GHCND:USC00248380,47.8669,-115.6277,2011-01-01,1961-01-01,"TROUT CREEK RANGER STATION, MT US"
0.5078,588,METERS,GHCND:USC00248390,48.4806,-115.9062,2020-01-01,1960-01-01,"TROY, MT US"
0.4373,609.6,METERS,GHCND:USC00248392,48.383333,-115.866667,1910-01-01,1895-01-01,"TROY 1, MT US"
0.7737,827.5,METERS,GHCND:USC00248395,48.71667,-115.88333,1991-01-01,1961-01-01,"TROY 18 N, MT US"
0.7111,928.4,METERS,GHCND:USC00248413,48.85,-108.4,1984-01-01,1933-01-01,"TURNER, MT US"
0.8852,908.9,METERS,GHCND:USC00248415,48.9992,-108.3895,2019-01-01,1985-01-01,"TURNER 11 N, MT US"
0.9007,1409.7,METERS,GHCND:USC00248430,45.5472,-112.326,2020-01-01,1950-01-01,"TWIN BRIDGES, MT US"
0.6517,1016.8,METERS,GHCND:USC00248455,47.3558,-111.4406,1970-01-01,1948-01-01,"ULM 8 SE TRULY, MT US"
0.9995,1498.1,METERS,GHCND:USC00248473,46.55,-112.08333,1959-01-01,1950-01-01,"UNIONVILLE, MT US"
0.5235,854,METERS,GHCND:USC00248488,48.83333,-115.71667,1935-01-01,1915-01-01,"YAAK UPPER RIVER, MT US"
0.3391,1434.1,METERS,GHCND:USC00248493,46.96667,-110.08333,1951-01-01,1896-01-01,"UTICA, MT US"
0.9594,1524,METERS,GHCND:USC00248495,46.88333,-110.3,1986-01-01,1962-01-01,"UTICA 11 WSW, MT US"
0.4245,885.4,METERS,GHCND:USC00248498,47.3391,-108.4992,2020-01-01,1908-01-01,"VALENTINE, MT US"
0.9112,1160.4,METERS,GHCND:USC00248501,48.3119,-112.2493,2012-01-01,1911-01-01,"VALIER, MT US"
0.7495,800.1,METERS,GHCND:USC00248511,46.43,-106.92,1921-01-01,1918-01-01,"VANANDA 6 NE, MT US"
0.6667,883.9,METERS,GHCND:USC00248521,47.033333,-107.2,1939-01-01,1937-01-01,"VAN DUZEN RANCH, MT US"
0.7138,1097.9,METERS,GHCND:USC00248564,46.41667,-114.2,1934-01-01,1914-01-01,"VICTOR, MT US"
0.7553,696.2,METERS,GHCND:USC00248569,47.8799,-105.3686,2020-01-01,1935-01-01,"VIDA 6 NE, MT US"
0.7355,1759.6,METERS,GHCND:USC00248597,45.2926,-111.9478,2017-01-01,1893-01-01,"VIRGINIA CITY, MT US"
0.6852,908.3,METERS,GHCND:USC00248607,45.8436,-105.6808,2020-01-01,1951-01-01,"VOLBORG, MT US"
0.4993,1706.9,METERS,GHCND:USC00248640,46.216667,-111.1,1912-01-01,1911-01-01,"WALL ROCK MOUNTAIN, MT US"
0.9993,680,METERS,GHCND:USC00248683,48.66667,-115.31667,1966-01-01,1963-01-01,"WARLAND 12 N, MT US"
0.6661,1478.9,METERS,GHCND:USC00248687,46.18333,-112.75,1912-01-01,1910-01-01,"WARM SPRINGS CREEK, MT US"
1,,,GHCND:USC00248691,48.083333,-109.666667,1906-01-01,1905-01-01,"WARRICK, MT US"
0.9369,1295.4,METERS,GHCND:USC00248693,48.0879,-109.6454,2019-01-01,1988-01-01,"WARRICK 2 NW, MT US"
0.7419,957.1,METERS,GHCND:USC00248732,46.0558,-104.1852,2018-01-01,1953-01-01,"WEBSTER 3 E, MT US"
0.5353,641,METERS,GHCND:USC00248777,48.8745,-104.05041,2020-01-01,1937-01-01,"WESTBY, MT US"
0.8034,1099.7,METERS,GHCND:USC00248783,46.32822,-114.08472,2016-01-01,1966-01-01,"WESTERN AG RESEARCH CENTER, MT US"
0.8467,959.5,METERS,GHCND:USC00248809,48.5002,-113.9847,2020-01-01,1949-01-01,"WEST GLACIER, MT US"
0.5968,2030.9,METERS,GHCND:USC00248857,44.65,-111.1,1995-01-01,1924-01-01,"WEST YELLOWSTONE, MT US"
0.866,2035.8,METERS,GHCND:USC00248858,44.65654,-111.09019,2021-01-01,2007-01-01,"WEST YELLOWSTONE GATEWAY, MT US"
0.333,2003.1,METERS,GHCND:USC00248859,44.7866,-111.1316,2006-01-01,2004-01-01,"WEST YELLOWSTONE 9 NNW, MT US"
0.9993,2075.1,METERS,GHCND:USC00248860,44.79167,-111.10917,2012-01-01,2009-01-01,"WEST YELLOWSTONE 10 NNE, MT US"
0.9995,944.9,METERS,GHCND:USC00248893,48.408,-114.3594,1987-01-01,1983-01-01,"WHITEFISH, MT US"
0.8605,944.9,METERS,GHCND:USC00248902,48.408,-114.3594,2011-01-01,1940-01-01,"WHITEFISH, MT US"
0.7019,1572.8,METERS,GHCND:USC00248927,46.5431,-110.9058,1978-01-01,1895-01-01,"WHITE SULPHUR SPRINGS, MT US"
0.7423,1536.2,METERS,GHCND:USC00248930,46.5436,-110.9,2014-01-01,1980-01-01,"WHITE SULPHUR SPRNGS 2, MT US"
0.6871,1659,METERS,GHCND:USC00248933,46.68333,-110.86667,1981-01-01,1950-01-01,"WHITE SULPHUR SPRING, MT US"
0.7994,1338.4,METERS,GHCND:USC00248936,46.83333,-111.2,1984-01-01,1965-01-01,"WHITE SULPHUR SPRNGS, MT US"
0.7676,709.6,METERS,GHCND:USC00248939,48.75986,-107.62488,2019-01-01,1951-01-01,"WHITEWATER, MT US"
0.6663,840.6,METERS,GHCND:USC00248941,48.9702,-107.4223,2010-01-01,2002-01-01,"WHITEWATER 18 NE, MT US"
0.6028,821.7,METERS,GHCND:USC00248957,46.9878,-104.1567,2021-01-01,1896-01-01,"WIBAUX 2 E, MT US"
0.8326,,,GHCND:USC00248964,47.566667,-108.483333,1917-01-01,1912-01-01,"WILDER, MT US"
0.4282,1249.7,METERS,GHCND:USC00249011,47.533333,-112.416667,1928-01-01,1922-01-01,"WILLOW CREEK RESERVOIR, MT US"
0.4993,1543.5,METERS,GHCND:USC00249015,46.116667,-112.85,1913-01-01,1912-01-01,"WILLOW GLEN FARM, MT US"
0.7495,1539.8,METERS,GHCND:USC00249018,46,-110.66667,1969-01-01,1950-01-01,"WILSALL, MT US"
0.8827,1787.7,METERS,GHCND:USC00249023,46.0305,-110.5055,2016-01-01,1957-01-01,"WILSALL 8 ENE, MT US"
0.9991,1674,METERS,GHCND:USC00249025,45.96667,-110.85,1956-01-01,1951-01-01,"WILSALL 10 WSW, MT US"
0.724,988.5,METERS,GHCND:USC00249033,47.5597,-109.3768,2019-01-01,1922-01-01,"WINIFRED, MT US"
0.827,890.9,METERS,GHCND:USC00249047,47.06667,-108.31667,1971-01-01,1943-01-01,"WINNETT 5 NNE, MT US"
0.6424,873.3,METERS,GHCND:USC00249048,47.083,-108.3163,2020-01-01,2007-01-01,"WINNETT 6 NNE, MT US"
0.6662,989.1,METERS,GHCND:USC00249054,46.92234,-108.56288,2020-01-01,2006-01-01,"WINNETT 12 SW, MT US"
0.7495,1847.1,METERS,GHCND:USC00249067,45.6177,-113.4513,2020-01-01,1933-01-01,"WISDOM, MT US"
0.7157,1746.5,METERS,GHCND:USC00249082,45.8026,-112.9939,2017-01-01,1944-01-01,"WISE RIVER 3 WNW, MT US"
0.1467,637,METERS,GHCND:USC00249103,48.0999,-105.6484,2020-01-01,1912-01-01,"WOLF POINT, MT US"
0.8703,606.9,METERS,GHCND:USC00249111,48.08333,-105.53333,1972-01-01,1942-01-01,"WOLF POINT 5 ESE, MT US"
0.6661,1737.4,METERS,GHCND:USC00249124,46.766667,-110.833333,1906-01-01,1904-01-01,"WOLSEY, MT US"
0.9986,1936.7,METERS,GHCND:USC00249129,46.05,-112.45,1912-01-01,1911-01-01,"WOODVILLE, MT US"
0.7069,1136.9,METERS,GHCND:USC00249175,45.12167,-107.40611,2004-01-01,1923-01-01,"WYOLA 1 SW, MT US"
0.7495,923.8,METERS,GHCND:USC00249185,48.83333,-115.7,1960-01-01,1957-01-01,"YAAK, MT US"
0.8744,940.3,METERS,GHCND:USC00249187,48.9513,-115.6266,2021-01-01,1998-01-01,"YAAK 9 NNE, MT US"
0.636,1216.2,METERS,GHCND:USC00249192,46.45,-109.483333,1906-01-01,1896-01-01,"YALE, MT US"
0.6845,1007.4,METERS,GHCND:USC00249240,45.3127,-107.9383,2020-01-01,1948-01-01,"YELLOWTAIL DAM, MT US"
0.3816,1229.9,METERS,GHCND:USC00249900,47.9185,-108.5244,2020-01-01,1966-01-01,"ZORTMAN, MT US"
0.294,,,GHCND:USC00249903,47.9,-108.533333,1914-01-01,1898-01-01,"ZORTMAN 1, MT US"
0.7925,2071.1,METERS,GHCND:USR0000MANT,44.6867,-112.5417,2020-01-01,1992-01-01,"ANTELOPE MONTANA, MT US"
0.8959,867.2,METERS,GHCND:USR0000MARM,47.5867,-108.8694,2020-01-01,1992-01-01,"ARMELLS CREEK MONTANA, MT US"
0.9993,2209.8,METERS,GHCND:USR0000MAXO,45.2683,-111.8744,1997-01-01,1994-01-01,"AXOLOTL MONTANA, MT US"
0.7771,938.8,METERS,GHCND:USR0000MBAD,46.7133,-107.1069,1996-01-01,1988-01-01,"BADLAND COULEE MONTANA, MT US"
0.8229,1322.8,METERS,GHCND:USR0000MBAP,45.6481,-106.5008,2020-01-01,1987-01-01,"BADGER PEAK MONTANA, MT US"
0.9989,1310.6,METERS,GHCND:USR0000MBCB,48.6333,-115.5833,2020-01-01,2016-01-01,"BC BALDY MONTANA, MT US"
0.6246,1630.7,METERS,GHCND:USR0000MBEN,47.5,-112.9,2020-01-01,1989-01-01,"BENCHMARK MONTANA, MT US"
0.7032,2218.9,METERS,GHCND:USR0000MBIG,45.0733,-107.8886,2020-01-01,1994-01-01,"BIGHORN MOUNTAIN MONTANA, MT US"
0.9387,777.2,METERS,GHCND:USR0000MBLU,48.8719,-106.9456,2020-01-01,1988-01-01,"BLUFF CREEK MONTANA, MT US"
0.9223,1207.9,METERS,GHCND:USR0000MBOO,48.1333,-114.7167,2020-01-01,2008-01-01,"BOORMAN MONTANA, MT US"
0.8959,1197.9,METERS,GHCND:USR0000MBRA,45.0553,-105.9483,2020-01-01,1992-01-01,"BRADSHAW CREEK MONTANA, MT US"
0.7935,1935.5,METERS,GHCND:USR0000MBRE,44.9667,-113.2167,2020-01-01,1987-01-01,"BRENNER MONTANA, MT US"
0.8229,1336.2,METERS,GHCND:USR0000MBRO,48.5617,-113.0133,2020-01-01,2004-01-01,"BROWNING BFA MONTANA, MT US"
0.4996,1229.9,METERS,GHCND:USR0000MBRV,47.285,-110.3517,2009-01-01,2000-01-01,"BRAVO MONTANA, MT US"
0.8523,975.4,METERS,GHCND:USR0000MBSM,47.0167,-105.8167,2020-01-01,1987-01-01,"BIG SHEEP MOUNTAIN MONTANA, MT US"
0.9991,1414.3,METERS,GHCND:USR0000MCAM,47.1667,-114.8,1989-01-01,1987-01-01,"CAMP FOUR GULCH MONTANA, MT US"
0.806,893.1,METERS,GHCND:USR0000MCAN,46.4847,-104.0658,2019-01-01,1989-01-01,"CANNONBALL CREEK MONTANA, MT US"
0.3844,716.3,METERS,GHCND:USR0000MCBT,47.8667,-115.625,2019-01-01,2007-01-01,"CABINET TROUT CREEK MONTANA, MT US"
0.8142,892.5,METERS,GHCND:USR0000MCHA,47.5167,-108.0333,2013-01-01,1987-01-01,"CHAIN BUTTES MONTANA, MT US"
0.7641,1122.9,METERS,GHCND:USR0000MCON,47.5361,-113.7172,2020-01-01,2004-01-01,"CONDON WORK CENTER MONTANA, MT US"
0.6837,2219.6,METERS,GHCND:USR0000MDEE,46.0278,-114.0553,2020-01-01,2002-01-01,"DEER MOUNTAIN WEST MONTANA, MT US"
0.4995,1706.9,METERS,GHCND:USR0000MDEL,45.9458,-112.2706,1997-01-01,1992-01-01,"DELMOE MONTANA, MT US"
0.7495,2133.6,METERS,GHCND:USR0000MDER,45.5842,-109.8517,2020-01-01,2005-01-01,"DERBY MOUNTAIN MONTANA, MT US"
0.8229,1627.6,METERS,GHCND:USR0000MDPC,48.3556,-113.1139,2020-01-01,2004-01-01,"DEEP CREEK BFA MONTANA, MT US"
0.9124,914.4,METERS,GHCND:USR0000MDRY,47.2442,-108.3575,2020-01-01,1998-01-01,"DRY BLOOD CREEK MONTANA, MT US"
0.8415,1505.4,METERS,GHCND:USR0000MENN,45.35,-111.7344,2020-01-01,2002-01-01,"ENNIS MONTANA, MT US"
0.9993,853.4,METERS,GHCND:USR0000MEUR,48.9,-115.0167,2020-01-01,2009-01-01,"EUREKA MONTANA, MT US"
0.8455,1386.8,METERS,GHCND:USR0000MFIS,45.4581,-109.5714,2020-01-01,1995-01-01,"FISHTAIL MONTANA, MT US"
0.7994,1222.2,METERS,GHCND:USR0000MFLA,46.7483,-108.7172,1997-01-01,1988-01-01,"FLAT WILLOW MONTANA, MT US"
0.9084,1030.2,METERS,GHCND:USR0000MFOH,45.2969,-106.1614,2020-01-01,1988-01-01,"FORT HOWES MONTANA, MT US"
0.8512,812.3,METERS,GHCND:USR0000MFOR,48.3042,-108.7189,2020-01-01,1994-01-01,"FORT BELKNAP MONTANA, MT US"
0.8744,1737.4,METERS,GHCND:USR0000MFOU,45.3333,-110.2167,2020-01-01,2005-01-01,"FOUR MILE MONTANA, MT US"
0.5234,2262.2,METERS,GHCND:USR0000MFRE,45.33,-112.9128,2020-01-01,2000-01-01,"FRENCH CREEK MONTANA, MT US"
0.863,2090.9,METERS,GHCND:USR0000MGAL,46.2222,-112.2292,2020-01-01,1999-01-01,"GALENA MONTANA, MT US"
0.5997,2103.1,METERS,GHCND:USR0000MGAT,47.7897,-112.9394,2006-01-01,2002-01-01,"GATE PARK MONTANA, MT US"
0.827,1332,METERS,GHCND:USR0000MGIN,46.3292,-111.5881,2020-01-01,1992-01-01,"GINGER MONTANA, MT US"
0.7495,2118.4,METERS,GHCND:USR0000MGIR,46.1928,-113.9203,2020-01-01,2001-01-01,"GIRD POINT MONTANA, MT US"
0.8119,1585,METERS,GHCND:USR0000MGLE,47.8678,-112.6681,2020-01-01,2005-01-01,"GLEASON MONTANA, MT US"
0.6994,1313.7,METERS,GHCND:USR0000MGOL,47.2417,-112.0917,2009-01-01,2000-01-01,"GOLF MONTANA, MT US"
0.7993,1917.2,METERS,GHCND:USR0000MGOR,45.7833,-113.35,1997-01-01,1988-01-01,"GORIS GULCH MONTANA, MT US"
0.8744,755.9,METERS,GHCND:USR0000MHAR,46.6228,-105.6133,1996-01-01,1989-01-01,"HARRIS CREEK MONTANA, MT US"
0.9993,2032.1,METERS,GHCND:USR0000MHEB,44.6678,-111.1006,2020-01-01,2009-01-01,"HEBGEN LAKE MONTANA, MT US"
0.8816,1170.4,METERS,GHCND:USR0000MHEL,46.7186,-112.0017,2020-01-01,2004-01-01,"HELENA MONTANA, MT US"
0.9636,902.2,METERS,GHCND:USR0000MHOT,47.6156,-114.6694,2019-01-01,1992-01-01,"HOT SPRINGS MONTANA, MT US"
0.7053,983,METERS,GHCND:USR0000MHUN,48.3847,-114.0575,2020-01-01,2004-01-01,"HUNGRY HORSE MONTANA, MT US"
0.9224,1097.3,METERS,GHCND:USR0000MJET,47.7669,-114.2347,2020-01-01,1995-01-01,"JETTE MONTANA, MT US"
0.666,1929.4,METERS,GHCND:USR0000MKEL,45.5753,-112.5575,1997-01-01,1992-01-01,"KELLY MONTANA, MT US"
0.6994,1330.5,METERS,GHCND:USR0000MKIL,46.445,-107.8,2009-01-01,2000-01-01,"KILO MONTANA, MT US"
0.9084,841.2,METERS,GHCND:USR0000MKIN,47.7981,-107.0233,2020-01-01,1988-01-01,"KING COULEE MONTANA, MT US"
0.8817,1011.9,METERS,GHCND:USR0000MKNO,46.3117,-105.0222,2020-01-01,1987-01-01,"KNOWLTON MONTANA, MT US"
0.8415,630.9,METERS,GHCND:USR0000MLIB,48.3833,-115.5667,2020-01-01,2002-01-01,"LIBBY MONTANA, MT US"
0.7722,1036.3,METERS,GHCND:USR0000MLIH,45.5697,-107.4358,2020-01-01,1999-01-01,"LITTLE BIGHORN MONTANA, MT US"
0.9493,1516.4,METERS,GHCND:USR0000MLIS,46.7511,-109.0233,2020-01-01,2001-01-01,"LITTLE SNOWY MONTANA, MT US"
